,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual,SalePrice
1423,1966,1966,8,2,1575,697,432,2,2201,6,274970
1424,1983,1958,6,1,1344,1024,484,1,1344,5,144000
1425,1959,1959,7,1,1252,1252,528,2,1252,6,142000
1426,1994,1994,5,2,1223,1223,525,2,2127,7,271000
1427,1950,1945,6,1,1048,913,288,1,1558,5,140000
1428,1992,1940,4,1,804,788,240,1,804,5,119000
1429,1981,1981,7,2,1440,1440,467,2,1440,6,182900
1430,2005,2005,7,2,734,732,372,2,1838,5,192140
1431,1976,1976,5,2,958,958,440,2,958,6,143750
1432,2007,1927,5,2,968,656,216,1,968,4,64500
1433,2000,2000,8,2,962,936,451,2,1792,6,186500
1434,1977,1977,5,2,1126,1126,484,2,1126,5,160000
1435,2005,1962,7,1,1537,1319,462,2,1537,6,174000
1436,1971,1971,5,1,864,864,528,2,864,4,120500
1437,2008,2008,7,2,1932,1932,774,3,1932,8,394617
1438,1996,1957,6,1,1236,912,923,2,1236,6,149700
1439,1979,1979,6,2,1040,539,550,2,1725,7,197000
1440,1994,1922,11,2,1423,588,672,2,2555,6,191000
1441,2004,2004,3,1,848,848,420,2,848,6,149300
1442,2008,2008,10,2,1026,1017,812,3,2007,10,310000
1443,1950,1916,4,1,952,952,192,1,952,6,121000
1444,2004,2004,7,2,1422,1422,626,2,1422,7,179600
1445,1966,1966,6,1,913,814,240,1,913,6,129000
1446,1962,1962,6,1,1188,1188,312,1,1188,5,157900
1447,1996,1995,8,2,1220,1220,556,2,2090,8,240000
1448,2000,1910,6,1,796,560,384,1,1346,4,112000
1449,1970,1970,3,1,630,630,0,0,630,5,92000
1450,1974,1974,8,2,896,896,0,0,1792,5,136000
1451,2009,2008,7,2,1578,1573,840,3,1578,8,287090
1452,2005,2005,5,1,1072,547,525,2,1072,5,145000
1453,2006,2006,6,1,1140,1140,0,0,1140,5,84500
1454,2005,2004,6,2,1221,1221,400,2,1221,7,185000
1455,2000,1999,7,2,953,953,460,2,1647,6,175000
1456,1988,1978,7,2,2073,1542,500,2,2073,6,210000
1457,2006,1941,9,2,1188,1152,252,1,2340,7,266500
1458,1996,1950,5,1,1078,1078,240,1,1078,5,142125
1459,1965,1965,6,1,1256,1256,276,1,1256,5,147500
